date,steps,week,month,day,m_name,year,label
2018-01-17,5536,2018-01-14,2018-01-01,4,1,2,
2018-01-18,4559,2018-01-14,2018-01-01,5,1,2,
2018-01-19,7971,2018-01-14,2018-01-01,6,1,2,
2018-01-20,2622,2018-01-14,2018-01-01,7,1,2,
2018-01-21,2543,2018-01-21,2018-01-01,1,1,2,
2018-01-22,11557,2018-01-21,2018-01-01,2,1,2,
2018-01-23,4036,2018-01-21,2018-01-01,3,1,2,
2018-01-24,4409,2018-01-21,2018-01-01,4,1,2,
2018-01-25,18378,2018-01-21,2018-01-01,5,1,2,LA Getaway
2018-01-26,9792,2018-01-21,2018-01-01,6,1,2,
2018-01-27,4352,2018-01-21,2018-01-01,7,1,2,
2018-01-28,3278,2018-01-28,2018-01-01,1,1,2,
2018-01-29,5915,2018-01-28,2018-01-01,2,1,2,
2018-01-30,4996,2018-01-28,2018-01-01,3,1,2,
2018-01-31,9412,2018-01-28,2018-01-01,4,1,2,
2018-02-01,4552,2018-01-28,2018-02-01,5,2,2,
2018-02-02,6085,2018-01-28,2018-02-01,6,2,2,
2018-02-03,5014,2018-01-28,2018-02-01,7,2,2,
2018-02-04,2293,2018-02-04,2018-02-01,1,2,2,
2018-02-05,2422,2018-02-04,2018-02-01,2,2,2,
2018-02-06,5640,2018-02-04,2018-02-01,3,2,2,
2018-02-07,2847,2018-02-04,2018-02-01,4,2,2,
2018-02-08,6153,2018-02-04,2018-02-01,5,2,2,
2018-02-09,5025,2018-02-04,2018-02-01,6,2,2,
2018-02-10,2119,2018-02-04,2018-02-01,7,2,2,
2018-02-11,3515,2018-02-11,2018-02-01,1,2,2,
2018-02-12,3097,2018-02-11,2018-02-01,2,2,2,
2018-02-13,3729,2018-02-11,2018-02-01,3,2,2,
2018-02-14,7667,2018-02-11,2018-02-01,4,2,2,
2018-02-15,2811,2018-02-11,2018-02-01,5,2,2,
2018-02-16,4870,2018-02-11,2018-02-01,6,2,2,
2018-02-17,5258,2018-02-11,2018-02-01,7,2,2,
2018-02-18,1425,2018-02-18,2018-02-01,1,2,2,
2018-02-19,1247,2018-02-18,2018-02-01,2,2,2,
2018-02-20,3239,2018-02-18,2018-02-01,3,2,2,
2018-02-21,4063,2018-02-18,2018-02-01,4,2,2,
2018-02-22,6910,2018-02-18,2018-02-01,5,2,2,
2018-02-23,1139,2018-02-18,2018-02-01,6,2,2,
2018-02-24,3633,2018-02-18,2018-02-01,7,2,2,
2018-02-25,1345,2018-02-25,2018-02-01,1,2,2,
2018-02-26,6374,2018-02-25,2018-02-01,2,2,2,
2018-02-27,1440,2018-02-25,2018-02-01,3,2,2,
2018-02-28,2715,2018-02-25,2018-02-01,4,2,2,
2018-03-01,4185,2018-02-25,2018-03-01,5,3,2,
2018-03-02,6892,2018-02-25,2018-03-01,6,3,2,
2018-03-03,6792,2018-02-25,2018-03-01,7,3,2,
2018-03-04,2078,2018-03-04,2018-03-01,1,3,2,
2018-03-05,6891,2018-03-04,2018-03-01,2,3,2,
2018-03-06,1277,2018-03-04,2018-03-01,3,3,2,
2018-03-07,4049,2018-03-04,2018-03-01,4,3,2,
2018-03-08,6410,2018-03-04,2018-03-01,5,3,2,
2018-03-09,3031,2018-03-04,2018-03-01,6,3,2,
2018-03-10,4907,2018-03-04,2018-03-01,7,3,2,
2018-03-11,4235,2018-03-11,2018-03-01,1,3,2,
2018-03-12,3471,2018-03-11,2018-03-01,2,3,2,
2018-03-13,3778,2018-03-11,2018-03-01,3,3,2,
2018-03-14,6996,2018-03-11,2018-03-01,4,3,2,
2018-03-15,4319,2018-03-11,2018-03-01,5,3,2,
2018-03-16,5076,2018-03-11,2018-03-01,6,3,2,
2018-03-17,7551,2018-03-11,2018-03-01,7,3,2,
2018-03-18,11183,2018-03-18,2018-03-01,1,3,2,
2018-03-19,15223,2018-03-18,2018-03-01,2,3,2,
2018-03-20,4754,2018-03-18,2018-03-01,3,3,2,
2018-03-21,9245,2018-03-18,2018-03-01,4,3,2,
2018-03-22,2665,2018-03-18,2018-03-01,5,3,2,
2018-03-23,10301,2018-03-18,2018-03-01,6,3,2,
2018-03-24,14285,2018-03-18,2018-03-01,7,3,2,
2018-03-25,6146,2018-03-25,2018-03-01,1,3,2,
2018-03-26,4388,2018-03-25,2018-03-01,2,3,2,
2018-03-27,3826,2018-03-25,2018-03-01,3,3,2,
2018-03-28,5052,2018-03-25,2018-03-01,4,3,2,
2018-03-29,14418,2018-03-25,2018-03-01,5,3,2,
2018-03-30,4790,2018-03-25,2018-03-01,6,3,2,
2018-03-31,9359,2018-03-25,2018-03-01,7,3,2,
2018-04-01,11735,2018-04-01,2018-04-01,1,4,2,
2018-04-02,8746,2018-04-01,2018-04-01,2,4,2,
2018-04-03,13701,2018-04-01,2018-04-01,3,4,2,
2018-04-04,10296,2018-04-01,2018-04-01,4,4,2,
2018-04-05,10231,2018-04-01,2018-04-01,5,4,2,
2018-04-06,9948,2018-04-01,2018-04-01,6,4,2,
2018-04-07,13604,2018-04-01,2018-04-01,7,4,2,
2018-04-08,8948,2018-04-08,2018-04-01,1,4,2,
2018-04-09,10489,2018-04-08,2018-04-01,2,4,2,
2018-04-10,3258,2018-04-08,2018-04-01,3,4,2,
2018-04-11,12126,2018-04-08,2018-04-01,4,4,2,
2018-04-12,9945,2018-04-08,2018-04-01,5,4,2,
2018-04-13,10657,2018-04-08,2018-04-01,6,4,2,
2018-04-14,16780,2018-04-08,2018-04-01,7,4,2,Card Adventure
2018-04-15,12994,2018-04-15,2018-04-01,1,4,2,
2018-04-16,6683,2018-04-15,2018-04-01,2,4,2,
2018-04-17,4033,2018-04-15,2018-04-01,3,4,2,
2018-04-18,3299,2018-04-15,2018-04-01,4,4,2,
2018-04-19,10508,2018-04-15,2018-04-01,5,4,2,
2018-04-20,3546,2018-04-15,2018-04-01,6,4,2,
2018-04-21,2473,2018-04-15,2018-04-01,7,4,2,
2018-04-22,8763,2018-04-22,2018-04-01,1,4,2,
2018-04-23,8831,2018-04-22,2018-04-01,2,4,2,
2018-04-24,2511,2018-04-22,2018-04-01,3,4,2,
2018-04-25,9738,2018-04-22,2018-04-01,4,4,2,
2018-04-26,7656,2018-04-22,2018-04-01,5,4,2,
2018-04-27,4204,2018-04-22,2018-04-01,6,4,2,
2018-04-28,3656,2018-04-22,2018-04-01,7,4,2,
2018-04-29,4019,2018-04-29,2018-04-01,1,4,2,
2018-04-30,1235,2018-04-29,2018-04-01,2,4,2,
2018-05-01,1413,2018-04-29,2018-05-01,3,5,2,
2018-05-02,815,2018-04-29,2018-05-01,4,5,2,
2018-05-03,12641,2018-04-29,2018-05-01,5,5,2,
2018-05-04,9124,2018-04-29,2018-05-01,6,5,2,
2018-05-05,3357,2018-04-29,2018-05-01,7,5,2,
2018-05-06,2485,2018-05-06,2018-05-01,1,5,2,
2018-05-07,963,2018-05-06,2018-05-01,2,5,2,
2018-05-08,1229,2018-05-06,2018-05-01,3,5,2,
2018-05-09,3222,2018-05-06,2018-05-01,4,5,2,
2018-05-10,3125,2018-05-06,2018-05-01,5,5,2,
2018-05-11,1373,2018-05-06,2018-05-01,6,5,2,
2018-05-12,3358,2018-05-06,2018-05-01,7,5,2,
2018-05-13,2438,2018-05-13,2018-05-01,1,5,2,
2018-05-14,3231,2018-05-13,2018-05-01,2,5,2,
2018-05-15,2358,2018-05-13,2018-05-01,3,5,2,
2018-05-16,3661,2018-05-13,2018-05-01,4,5,2,
2018-05-17,707,2018-05-13,2018-05-01,5,5,2,
2018-05-18,4296,2018-05-13,2018-05-01,6,5,2,
2018-05-19,9953,2018-05-13,2018-05-01,7,5,2,
2018-05-20,1249,2018-05-20,2018-05-01,1,5,2,
2018-05-21,1170,2018-05-20,2018-05-01,2,5,2,
2018-05-22,1205,2018-05-20,2018-05-01,3,5,2,
2018-05-23,1806,2018-05-20,2018-05-01,4,5,2,
2018-05-24,715,2018-05-20,2018-05-01,5,5,2,
2018-05-25,2478,2018-05-20,2018-05-01,6,5,2,
2018-05-26,429,2018-05-20,2018-05-01,7,5,2,
2018-05-27,1408,2018-05-27,2018-05-01,1,5,2,
2018-05-28,661,2018-05-27,2018-05-01,2,5,2,
2018-05-29,829,2018-05-27,2018-05-01,3,5,2,
2018-05-30,828,2018-05-27,2018-05-01,4,5,2,
2018-05-31,1313,2018-05-27,2018-05-01,5,5,2,
2018-06-01,2338,2018-05-27,2018-06-01,6,6,2,
2018-06-02,1481,2018-05-27,2018-06-01,7,6,2,
2018-06-03,1501,2018-06-03,2018-06-01,1,6,2,
2018-06-04,1555,2018-06-03,2018-06-01,2,6,2,
2018-06-05,2831,2018-06-03,2018-06-01,3,6,2,
2018-06-06,1192,2018-06-03,2018-06-01,4,6,2,
2018-06-07,2520,2018-06-03,2018-06-01,5,6,2,
2018-06-08,2233,2018-06-03,2018-06-01,6,6,2,
2018-06-09,2932,2018-06-03,2018-06-01,7,6,2,
2018-06-10,246,2018-06-10,2018-06-01,1,6,2,
2018-06-11,1717,2018-06-10,2018-06-01,2,6,2,
2018-06-12,1984,2018-06-10,2018-06-01,3,6,2,
2018-06-13,802,2018-06-10,2018-06-01,4,6,2,
2018-06-14,2634,2018-06-10,2018-06-01,5,6,2,
2018-06-15,1418,2018-06-10,2018-06-01,6,6,2,
2018-06-16,5379,2018-06-10,2018-06-01,7,6,2,
2018-06-17,1024,2018-06-17,2018-06-01,1,6,2,
2018-06-18,1642,2018-06-17,2018-06-01,2,6,2,
2018-06-19,1338,2018-06-17,2018-06-01,3,6,2,
2018-06-20,719,2018-06-17,2018-06-01,4,6,2,
2018-06-21,1446,2018-06-17,2018-06-01,5,6,2,
2018-06-22,723,2018-06-17,2018-06-01,6,6,2,
2018-06-23,3956,2018-06-17,2018-06-01,7,6,2,
2018-06-24,104,2018-06-24,2018-06-01,1,6,2,
2018-06-25,1355,2018-06-24,2018-06-01,2,6,2,
2018-06-26,905,2018-06-24,2018-06-01,3,6,2,
2018-06-27,1181,2018-06-24,2018-06-01,4,6,2,
2018-06-28,637,2018-06-24,2018-06-01,5,6,2,
2018-06-29,962,2018-06-24,2018-06-01,6,6,2,
2018-06-30,3065,2018-06-24,2018-06-01,7,6,2,
2018-07-01,466,2018-07-01,2018-07-01,1,7,2,
2018-07-02,1018,2018-07-01,2018-07-01,2,7,2,
2018-07-03,1318,2018-07-01,2018-07-01,3,7,2,
2018-07-04,597,2018-07-01,2018-07-01,4,7,2,
2018-07-05,1585,2018-07-01,2018-07-01,5,7,2,
2018-07-06,2269,2018-07-01,2018-07-01,6,7,2,
2018-07-07,976,2018-07-01,2018-07-01,7,7,2,
2018-07-08,10975,2018-07-08,2018-07-01,1,7,2,
2018-07-09,709,2018-07-08,2018-07-01,2,7,2,
2018-07-10,1539,2018-07-08,2018-07-01,3,7,2,
2018-07-11,1126,2018-07-08,2018-07-01,4,7,2,
2018-07-12,1118,2018-07-08,2018-07-01,5,7,2,
2018-07-13,3432,2018-07-08,2018-07-01,6,7,2,
2018-07-14,2057,2018-07-08,2018-07-01,7,7,2,
